"","short_name","Freq","long_name","TAXID","RANK","TAXPATHSN"
"79","178480.0",7,"GCF_900119155.1_IMG-taxon_2593339149_annotated_assembly",244362,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcussp_YE71_UnclassifiedRuminococcussp_YE71strain"
"103","182764.0",7,"GCF_900234395.1_JOUY54_assembly_v1",1599,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillussakei_UnclassifiedLactobacillussakeistrain"
"136","192316.0",7,"GCF_001553215.1_ASM155321v1",322095,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassomerae_UnclassifiedPorphyromonassomeraestrain"
"179","260201.0",7,"GCF_000160635.1_ASM16063v1",585501,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsinus"
"254","2883968.1",7,"GCF_001688705.2_ASM168870v2",1834198,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Ruminiclostridiumsp_KB18_UnclassifiedRuminiclostridiumsp_KB18strain"
"337","373939.0",7,"GCF_900155365.1_PRJEB18748",1907654,"strain","Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_Collinsellabouchesdurhonensis_UnclassifiedCollinsellabouchesdurhonensisstrain"
"343","3957916.0",7,"GCF_001414325.1_ASM141432v1",1703332,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumTF01-11_UnclassifiedLachnospiraceaebacteriumTF01-11strain"
"361","4372003.0",7,"GCF_000969845.1_Para_sp_HGS0025_V1",1078087,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_HGS0025_UnclassifiedParabacteroidessp_HGS0025strain"
"373","4397402.0",7,"GCF_001981595.1_ASM198159v1",1590.2,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusplantarum_UnclassifiedLactobacillusplantarumstrain"
"377","4417539.0",7,"GCF_000621805.1_ASM62180v1",1410617,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcussp_FC2018_UnclassifiedRuminococcussp_FC2018strain"
"389","4449518.0",7,"GCF_000265365.1_ASM26536v1",679935,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesfinegoldii"
"399","4474255.0",7,"GCF_000205025.1_ASM20502v1",762966,"strain","Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Sutterellaceae_Parasutterella_Parasutterellaexcrementihominis"
"405","47365.0",7,"GCF_000214785.1_ASM21478v1",1033837,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluskefiranofaciens"
"525","denovo1959.0",7,"GCF_900162725.1_PRJEB18272",1917887,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_Marseille-P3160_UnclassifiedParabacteroidessp_Marseille-P3160strain"
"653","denovo717.0",7,"GCF_000312405.1_ASM31240v1",1203076,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusingluviei"
"688","denovo8648.0",7,"GCF_000270085.1_ASM27008v1",650150,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix_Erysipelothrixrhusiopathiae"
"699","denovo902.0",7,"GCF_000518765.1_ASM51876v1",1336236,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens"
"709","denovo944.1",7,"GCF_000424605.1_ASM42460v1",1280705,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabryantii"
"113","1871227.0",6,"GCF_000404205.1_ASM40420v1",1313290,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix_Erysipelothrixrhusiopathiae"
"142","192777.0",6,"GCF_000185825.1_ASM18582v1",665937,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipessp_3_2_56FAA_UnclassifiedAnaerostipessp_3_2_56FAAstrain"
"158","197875.0",6,"GCF_000209385.2_Lach_bact_2_1_46_FAA_V2",742723,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium2_1_46FAA_UnclassifiedLachnospiraceaebacterium2_1_46FAAstrain"
"219","267536.0",6,"GCF_900142105.1_IMG-taxon_2585428153_annotated_assembly",1122184,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Lutispora_Lutisporathermophila"
"308","331878.0",6,"GCF_000702085.1_ASM70208v1",1410630,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumP6A3_UnclassifiedLachnospiraceaebacteriumP6A3strain"
"435","832848.0",6,"GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly",28052,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_Lachnospirapectinoschiza_UnclassifiedLachnospirapectinoschizastrain"
"597","denovo4573.0",6,"GCF_001487125.1_Sanguibacteroides_massiliensis",1720195,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Gabonibacter_Gabonibactermassiliensis_UnclassifiedGabonibactermassiliensisstrain"
"662","denovo7705.0",6,"GCF_000160075.2_ASM16007v2",592010,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophiadefectiva"
"663","denovo7720.0",6,"GCF_000379945.1_ASM37994v1",1122974,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasmacacae"
"63","174824.0",5,"GCF_000424365.1_ASM42436v1",877421,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumNK4A144_UnclassifiedLachnospiraceaebacteriumNK4A144strain"
"80","178546.0",5,"GCF_000467855.2_ASM46785v2",1227272,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassp_oraltaxon278"
"92","180879.0",5,"GCF_000383295.1_ASM38329v1",1121334,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]sporosphaeroides"
"135","191948.1",5,"GCF_000144625.1_ASM14462v1",610130,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]saccharolyticum"
"184","261114.0",5,"GCF_000160115.1_ASM16011v1",626523,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia_Shuttleworthiasatelles"
"186","261315.0",5,"GCF_900116395.1_IMG-taxon_2595698216_annotated_assembly",1520820,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumXBD2001_UnclassifiedLachnospiraceaebacteriumXBD2001strain"
"194","262326.1",5,"GCF_000621425.1_ASM62142v1",1408319,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAB2028_UnclassifiedLachnospiraceaebacteriumAB2028strain"
"338","375106.0",5,"GCF_900111435.1_IMG-taxon_2654588206_annotated_assembly",1855400,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumKH2T8_UnclassifiedRuminococcaceaebacteriumKH2T8strain"
"358","4354103.0",5,"GCF_001436945.1_ASM143694v1",89059,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusacidipiscis_UnclassifiedLactobacillusacidipiscisstrain"
"429","816702.0",5,"GCF_900018625.1_13566_1_59",90370,"strain","Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Salmonella_Salmonellaenterica"
"528","denovo2181.0",5,"GCF_900113645.1_IMG-taxon_2619618836_annotated_assembly",82803,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Trichococcus_Trichococcusflocculiformis_UnclassifiedTrichococcusflocculiformisstrain"
"549","denovo2795.0",5,"GCF_001244405.1_Eubacterium_massiliense",1658112,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumsp_SB2_UnclassifiedEubacteriumsp_SB2strain"
"592","denovo4456.1",5,"GCF_900107655.1_IMG-taxon_2654588113_annotated_assembly",77095,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabryantii_UnclassifiedPrevotellabryantiistrain"
"33","162576.0",4,"GCF_000158075.1_ASM15807v1",518636,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]asparagiforme"
"61","174573.0",4,"GCF_001808555.1_ASM180855v1",1739394,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassp_HMSC065F10_UnclassifiedPorphyromonassp_HMSC065F10strain"
"125","189840.0",4,"GCF_000154385.1_ASM15438v1",411485,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacteriumprausnitzii"
"177","259983.0",4,"GCF_000702245.1_ASM70224v1",1410622,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumC6A11_UnclassifiedLachnospiraceaebacteriumC6A11strain"
"188","262095.0",4,"GCF_001580115.1_ASM158011v1",1574263,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_CandidatusStoquefichus_CandidatusStoquefichussp_KLE1796_UnclassifiedCandidatusStoquefichussp_KLE1796strain"
"277","313069.0",4,"GCF_900100105.1_IMG-taxon_2593339210_annotated_assembly",42322.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumruminantium_UnclassifiedEubacteriumruminantiumstrain"
"278","313069.1",4,"GCF_900103685.1_IMG-taxon_2623620481_annotated_assembly",42322,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacteriumruminantium_UnclassifiedEubacteriumruminantiumstrain"
"329","354913.0",4,"GCF_000967245.1_ASM96724v1",1218508,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusmellis_UnclassifiedLactobacillusmellisstrain"
"418","649107.1",4,"GCF_900142215.1_IMG-taxon_2585428173_annotated_assembly",1121322,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumnajejuensis"
"431","827592.0",4,"GCF_000237085.1_ASM23708v1",720554,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]clariflavum"
"465","denovo10697.0",4,"GCF_900111525.1_IMG-taxon_2606217815_annotated_assembly",1761883,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_kh1p2_UnclassifiedPrevotellasp_kh1p2strain"
"542","denovo2533.0",4,"GCF_900112795.1_IMG-taxon_2693429893_annotated_assembly",385682,"strain","Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Thermophagus_Thermophagusxiamenensis_UnclassifiedThermophagusxiamenensisstrain"
"568","denovo3637.0",4,"GCF_001580195.1_ASM158019v1",1574265,"strain","Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiasp_KLE1798_UnclassifiedAkkermansiasp_KLE1798strain"
"599","denovo4594.0",4,"GCF_001553405.1_ASM155340v1",1588748,"strain","Bacteria_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_VeillonellaceaebacteriumKA00182_UnclassifiedVeillonellaceaebacteriumKA00182strain"
"714","denovo9569.0",4,"GCF_001403595.1_Gabonia_massiliensis",1686296,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Gabonia_Gaboniamassiliensis_UnclassifiedGaboniamassiliensisstrain"
"6","1107303.0",3,"GCF_000157975.1_ASM15797v1",476272,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiahydrogenotrophica"
"62","174805.0",3,"GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly",1855399,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_PorphyromonadaceaebacteriumNLAE-zl-C104_UnclassifiedPorphyromonadaceaebacteriumNLAE-zl-C104strain"
"109","184966.0",3,"GCF_001689125.2_ASM168912v2",1796616,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_YL58_UnclassifiedBlautiasp_YL58strain"
"117","187400.1",3,"GCF_900113995.1_IMG-taxon_2593339255_annotated_assembly",1520815,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumD5_UnclassifiedRuminococcaceaebacteriumD5strain"
"130","191318.0",3,"GCF_000018685.1_ASM1868v1",357809,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Lachnoclostridiumphytofermentans"
"240","271602.0",3,"GCF_900115365.1_IMG-taxon_2634166351_annotated_assembly",1527,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumnaaminovalerica_UnclassifiedAnaerocolumnaaminovalericastrain"
"257","289315.1",3,"GCF_900100245.1_IMG-taxon_2606217752_annotated_assembly",1200749,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumG41_UnclassifiedLachnospiraceaebacteriumG41strain"
"269","303652.0",3,"GCF_001115565.1_6259_7_5",1313.1,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcuspneumoniae_UnclassifiedStreptococcuspneumoniaestrain"
"378","4421276.0",3,"GCF_001466305.1_ASM146630v1",1473580,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Defluviitaleaceae_Defluviitalea_Defluviitaleaphaphyphila_UnclassifiedDefluviitaleaphaphyphilastrain"
"416","637934.0",3,"GCF_001750685.1_ASM175068v1",1424294,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Geosporobacter_Geosporobacterferrireducens_UnclassifiedGeosporobacterferrireducensstrain"
"421","665703.0",3,"GCF_001678845.1_ASM167884v1",1851429,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Christensenella_Christensenellasp_AF73-05CM02_UnclassifiedChristensenellasp_AF73-05CM02strain"
"433","828435.0",3,"GCF_000158555.2_Erys_bact_D7_V2",556270,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_Coprobacillussp_D7_UnclassifiedCoprobacillussp_D7strain"
"441","839200.0",3,"GCF_900143645.1_IMG-taxon_2582580727_annotated_assembly",1121345,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumnaxylanovorans"
"472","denovo11146.0",3,"GCF_900168165.1_IMG-taxon_2595698211_annotated_assembly",889453,"strain","Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Alkalitalea_Alkalitaleasaponilacus_UnclassifiedAlkalitaleasaponilacusstrain"
"539","denovo2465.0",3,"GCF_001647615.1_ASM164761v1",1131336,"strain","Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiasp_KLE1605_UnclassifiedAkkermansiasp_KLE1605strain"
"604","denovo4917.0",3,"GCF_900232875.1_PRJEB23011",1944636,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_Marseille-P3668_UnclassifiedParabacteroidessp_Marseille-P3668strain"
"665","denovo7784.0",3,"GCF_000160675.1_ASM16067v1",638301,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_Granulicatellaadiacens"
"666","denovo7784.1",3,"GCF_001073445.1_ASM107344v1",1725361,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_Granulicatellasp_572_rep1_STHE_UnclassifiedGranulicatellasp_572_rep1_STHEstrain"
"16","132338.0",2,"GCF_900105615.1_IMG-taxon_2675902961_annotated_assembly",1297793,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]sphenoides"
"126","190114.0",2,"GCF_000621765.1_ASM62176v1",1410638,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumAB4001_UnclassifiedRuminococcaceaebacteriumAB4001strain"
"134","191948.0",2,"GCF_000702685.1_ASM70268v1",1408321,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAC2028_UnclassifiedLachnospiraceaebacteriumAC2028strain"
"218","267451.0",2,"GCF_001261775.1_Anaeromassilibacillus_senegalense",1673717,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaeromassilibacillus_Anaeromassilibacillussenegalensis_UnclassifiedAnaeromassilibacillussenegalensisstrain"
"246","273954.1",2,"GCF_000875945.1_TWA4_1",1392836,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumTWA4_UnclassifiedLachnospiraceaebacteriumTWA4strain"
"298","322900.1",2,"GCF_000621905.1_ASM62190v1",1410626,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumNC2004_UnclassifiedLachnospiraceaebacteriumNC2004strain"
"309","3319464.0",2,"GCF_000345685.2_ASM34568v2",1159058,"strain","Bacteria_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacterpylori"
"324","344828.0",2,"GCF_000195315.1_ASM19531v1",700015,"strain","Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Coriobacterium_Coriobacteriumglomerans"
"349","4315396.0",2,"GCF_900101835.1_IMG-taxon_2634166305_annotated_assembly",2741,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Peptococcus_Peptococcusniger_UnclassifiedPeptococcusnigerstrain"
"364","4378740.0",2,"GCF_000243015.1_Prev_macu_OT_289_V1",999422,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamaculosa"
"365","4378740.1",2,"GCF_000184945.1_ASM18494v1",873513,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabuccae"
"386","4444771.1",2,"GCF_000455285.1_Sm_AP9",1211844,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_CandidatusStoquefichus_CandidatusStoquefichusmassiliensis"
"394","4460109.0",2,"GCF_900167215.1_IMG-taxon_2585428116_annotated_assembly",39498,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoanaerobacter_[Eubacterium]yurii_Unclassified[Eubacterium]yuriistrain"
"422","675509.0",2,"GCF_000091345.1_ASM9134v1",592205,"strain","Bacteria_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacterpylori"
"423","676211.1",2,"GCF_001034445.1_Citr_freu_complex_MGH99_V1",1686376,"strain","Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter_Citrobactersp_MGH99_UnclassifiedCitrobactersp_MGH99strain"
"442","851733.0",2,"GCF_002217985.1_ASM221798v1",1714682,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluspentosiphilus_UnclassifiedLactobacilluspentosiphilusstrain"
"449","denovo10247.0",2,"GCF_900113005.1_IMG-taxon_2663762719_annotated_assembly",655355,"strain","Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Prolixibacteraceae_Sunxiuqinia_Sunxiuqiniaelliptica_UnclassifiedSunxiuqiniaellipticastrain"
"552","denovo2950.0",2,"GCF_000225705.1_Coll_tana_YIT_12063_V1",742742,"strain","Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_Collinsellatanakaei"
"641","denovo6472.0",2,"GCF_002201795.1_ASM220179v1",889453.1,"strain","Bacteria_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Alkalitalea_Alkalitaleasaponilacus_UnclassifiedAlkalitaleasaponilacusstrain"
"642","denovo6551.0",2,"GCF_000746155.1_ASM74615v1",1408309,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_FD3004_UnclassifiedPrevotellasp_FD3004strain"
"708","denovo944.0",2,"GCF_900119285.1_IMG-taxon_2593339271_annotated_assembly",1520830,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_PrevotellaceaebacteriumHUN156_UnclassifiedPrevotellaceaebacteriumHUN156strain"
"10","1109178.1",1,"GCF_001282705.1_Dorea_massiliensis",1211818,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_CandidatusDoreamassiliensis"
"14","1141335.0",1,"GCF_000259235.1_ASM25923v1",1163743,"strain","Bacteria_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacterpylori"
"22","134065.1",1,"GCF_000160035.2_ASM16003v2",592026,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Catonella_Catonellamorbi"
"44","167509.1",1,"GCF_000307265.1_ASM30726v1",1007096,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibacterruminantium"
"171","233991.1",1,"GCF_000156515.1_ASM15651v1",553973,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]hylemonae"
"193","262326.0",1,"GCF_900184995.1_PRJEB20927",2002841,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumMarseille-P3773_UnclassifiedLachnospiraceaebacteriumMarseille-P3773strain"
"215","267123.0",1,"GCF_900176655.1_PRJEB20374",1870987,"strain","Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_Collinsellavaginalis_UnclassifiedCollinsellavaginalisstrain"
"253","2883968.0",1,"GCF_000621785.1_ASM62178v1",1410672,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusflavefaciens"
"290","318764.0",1,"GCF_001012735.1_IM1v1",1434656,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusjensenii"
"328","351309.0",1,"GCF_900112775.1_IMG-taxon_2599185221_annotated_assembly",37658,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]populeti_Unclassified[Clostridium]populetistrain"
"339","381666.0",1,"GCF_001592745.1_ASM159274v1",959,"strain","Bacteria_Proteobacteria_Oligoflexia_Bdellovibrionales_Bdellovibrionaceae_Bdellovibrio_Bdellovibriobacteriovorus_UnclassifiedBdellovibriobacteriovorusstrain"
"345","4094866.0",1,"GCF_001561955.1_ASM156195v1",991789,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum_Anaerotignumpropionicum_AnaerotignumpropionicumDSM1682(genome0)"
"376","4413214.0",1,"GCF_000410615.1_ASM41061v1",1298855,"strain","Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_Novosphingobiumsp_B-7_UnclassifiedNovosphingobiumsp_B-7strain"
"383","4443094.0",1,"GCF_000621505.1_ASM62150v1",1121303,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]cellobioparum"
"401","4480176.0",1,"GCF_900100595.1_IMG-taxon_2593339217_annotated_assembly",1200751,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_RuminococcaceaebacteriumP7_UnclassifiedRuminococcaceaebacteriumP7strain"
"456","denovo10394.0",1,"GCF_000585355.1_ASM58535v1",915438,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaoryzae"
"476","denovo11257.0",1,"GCF_000620125.1_ASM62012v1",1121289,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridiisalibacter_Clostridiisalibacterpaucivorans"
"498","denovo1277.0",1,"GCF_900141865.1_IMG-taxon_2585428091_annotated_assembly",1120997,"strain","Bacteria_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Anaerovibrio_Anaerovibriolipolyticus"
"507","denovo13353.0",1,"GCF_000006625.1_ASM662v1",273119,"strain","Bacteria_Tenericutes_Mollicutes_Mycoplasmatales_Mycoplasmataceae_Ureaplasma_Ureaplasmaparvum"
"524","denovo193.0",1,"GCF_000231275.1_Alis_indi_YIT_V1",742725,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesindistinctus"
"602","denovo4689.0",1,"GCF_900111595.1_IMG-taxon_2606217760_annotated_assembly",29364,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]polysaccharolyticum_Unclassified[Clostridium]polysaccharolyticumstrain"
"629","denovo5795.0",1,"GCF_000622005.1_ASM62200v1",1200557,"strain","Bacteria_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Anaerovibrio_Anaerovibriosp_RM50_UnclassifiedAnaerovibriosp_RM50strain"
"648","denovo6811.0",1,"GCF_001815865.1_ASM181586v1",1581061,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophiasp_HMSC24B09_UnclassifiedAbiotrophiasp_HMSC24B09strain"
"651","denovo6995.1",1,"GCF_000621985.1_ASM62198v1",1410632,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumV9D3004_UnclassifiedLachnospiraceaebacteriumV9D3004strain"
"658","denovo7309.0",1,"GCF_001437085.1_ASM143708v1",1449336,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_Carnobacteriumdivergens"
